time,day,DO,T,T_prime,DO_prime,DO_IM,DO_clean
2024-07-07T01:10:00Z,2024-07-07,7.79978981141743,15.2005278753954,0.165894612680127,-0.368077580116375,-0.105495661233943,7.90528547265137
2024-07-07T01:20:00Z,2024-07-07,7.61649856897138,14.973150546267,-0.061482716448328,-0.551368822562421,-0.279008355631047,7.89550692460243
2024-07-07T01:30:00Z,2024-07-07,7.5237573161111,14.8483098141218,-0.186323448593496,-0.644110075422701,-0.369154377677778,7.89291169378888
2024-07-07T01:40:00Z,2024-07-07,7.34916322546853,14.5864200897766,-0.448213172938697,-0.818704166065275,-0.54646754159415,7.89563076706268
2024-07-07T01:50:00Z,2024-07-07,7.15960866745129,14.3001813649213,-0.734451897794044,-1.00825872408251,-0.721995494275442,7.88160416172673
2024-07-07T02:00:00Z,2024-07-07,6.99155633157309,14.0690436968505,-0.965589565864832,-1.17631105996071,-0.849808347874219,7.84136467944731
2024-07-07T02:10:00Z,2024-07-07,6.95058401201157,13.8762870929753,-1.15834616974,-1.21728337952223,-0.946882424802879,7.89746643681445
2024-07-07T02:20:00Z,2024-07-07,6.7597423715927,13.6433279821483,-1.391305280567,-1.4081250199411,-1.05265384087252,7.81239621246522
2024-07-07T02:30:00Z,2024-07-07,6.71635255007706,13.4692283366572,-1.5654049260581,-1.45151484145675,-1.12344824778851,7.83980079786556
2024-07-07T02:40:00Z,2024-07-07,6.61879675070476,13.3468700703041,-1.6877631924112,-1.54907064082904,-1.16897879753458,7.78777554823934
2024-07-07T02:50:00Z,2024-07-07,6.5421909182202,13.1597323541161,-1.87490090859924,-1.62567647331361,-1.23186963348249,7.77406055170269
2024-07-07T03:00:00Z,2024-07-07,6.44450063593963,12.9223351095886,-2.11229815312674,-1.72336675559418,-1.29991463591798,7.74441527185761
2024-07-07T03:10:00Z,2024-07-07,6.41242663513737,12.8458078158326,-2.18882544688272,-1.75544075639643,-1.31905198582426,7.73147862096163
2024-07-07T03:20:00Z,2024-07-07,6.40264299647974,12.7433583632307,-2.29127489948456,-1.76522439505406,-1.34253647959061,7.74517947607035
2024-07-07T03:30:00Z,2024-07-07,6.41983777455453,12.786959030245,-2.2476742324703,-1.74802961697927,-1.33284069359831,7.75267846815284
2024-07-07T03:40:00Z,2024-07-07,6.46676935749931,12.8156029565365,-2.21903030617877,-1.7010980340345,-1.32622996122911,7.79299931872842
2024-07-07T03:50:00Z,2024-07-07,6.57547741047271,12.9407641197099,-2.09386914300539,-1.59238998106109,-1.29510226766393,7.87057967813663
2024-07-07T04:00:00Z,2024-07-07,6.67628601682814,13.1729668299252,-1.86166643279014,-1.49158137470566,-1.22768997700658,7.90397599383472
2024-07-07T04:10:00Z,2024-07-07,6.64625317876006,13.1795105088377,-1.85512275387758,-1.52161421277374,-1.22560830845093,7.87186148721099
2024-07-07T04:20:00Z,2024-07-07,6.87181429793951,13.5001057292668,-1.53452753344852,-1.29605309359429,-1.11140751422902,7.98322181216854
2024-07-07T04:30:00Z,2024-07-07,6.94744420451685,13.6231759284938,-1.41145733422149,-1.22042318701696,-1.06120957681874,8.00865378133558
2024-07-07T04:40:00Z,2024-07-07,7.15127718552061,13.8835741234421,-1.15105913927323,-1.01659020601319,-0.943369993460106,8.09464717898072
2024-07-07T04:50:00Z,2024-07-07,7.347937317555,14.2213504878566,-0.81328277485866,-0.819930073978805,-0.766985004185298,8.1149223217403
2024-07-07T05:00:00Z,2024-07-07,7.48019132317505,14.420787247715,-0.613846015000354,-0.687676068358753,-0.65036355939595,8.130554882571
2024-07-07T05:10:00Z,2024-07-07,7.83902663366182,14.934066694894,-0.100566567821321,-0.328840757871979,-0.307620656775001,8.14664729043683
2024-07-07T05:20:00Z,2024-07-07,8.11583264327354,15.2404546049695,0.205821342254215,-0.0520347482602617,-0.0737845482173325,8.18961719149087
2024-07-07T05:30:00Z,2024-07-07,8.52327558283061,15.6913288927393,0.656695630023954,0.35540819129681,0.310084102636366,8.21319148019425
2024-07-07T05:40:00Z,2024-07-07,8.76337566944831,15.9962573192214,0.961624056506107,0.595508277914506,0.596534441290271,8.16684122815804
2024-07-07T05:50:00Z,2024-07-07,8.99912706164682,16.2346877285314,1.20005446581608,0.831259670113022,0.835603125281202,8.16352393636562
2024-07-07T06:00:00Z,2024-07-07,9.46775587700675,16.6719262877539,1.63729302503857,1.29988848547295,1.30841534152443,8.15934053548232
2024-07-07T06:10:00Z,2024-07-07,9.59707642537598,16.7862801617396,1.75164689902429,1.42920903384217,1.4394184250934,8.15765800028257
2024-07-07T06:20:00Z,2024-07-07,9.88079124651439,17.0715972678029,2.03696400508757,1.71292385498059,1.77955526047633,8.10123598603806
2024-07-07T06:30:00Z,2024-07-07,9.99254566314614,17.165793399647,2.13116013693167,1.82467827161234,1.89601287119091,8.09653279195523
2024-07-07T06:40:00Z,2024-07-07,10.2168661969011,17.356348852981,2.32171559026568,2.04899880536728,2.13792129722403,8.07894489967705
2024-07-07T06:50:00Z,2024-07-07,10.4019341443297,17.4855924857054,2.45095922299014,2.23406675279586,2.30680810524097,8.0951260390887
